",Invoice,7/22/2020,INV19307,""ActivPanel Titanium 75"""" - 4 x Pen, Vesa Mount, WIFI Module & cable pack included. ActivInspire Professional Edition available FOC"",38.00,""$3,49	""5.00 """"""	""",$132 ,"81""	0	""""""","	WA","	Norths	hor	e	School D	ist	ri	ct	41	7																																																		
",Invoice,9/24/20,INV19434,"ActivPanel Titanium 75"""""""" - 4 x Pen", Vesa Mount," WIFI Module & cable pack included. ActivInspire Professional Edition available FOC""""",2,$3 ,"495""	"".00 """"","	""$6","990.0""	""0 """"","	WA","	Nor	thshor	e S	ch	ool Dist	ric	t	417																																																				
",Invoice,4/28/20,INV19179,AE Infrared Teardrop MTD-09 SAFE Enabled,30,$200.00 ,$6 ,"000.00 """"",WA,"Northshore School District 417""																																																																",,,,,,,,,,,,,,,
",Invoice,3/17/2020,INV19116,""AE Microphone XD Handheld Mic Kit - includes  XD-0801 XD Handheld SHH14 XD-5001 Li-iON Battery Pack, 3.7V 700 mAh 2.6Wh  XD-5021 6' USB 2.0 A Ma	le to	Micro USB	B M	ale	XD	""""""","1.00""	""","$2""	0	"".00 ","$20""	0	0	""","WA""	""","N""	or	ths	ho	re Sch	oo	l Dist	ri	ct 417																																											",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,3/17/2020,INV19116,AE Microphone XD Teacher Mic Kit - includes XD-0701 AE XD Teardrop STD14 Mic XD-5011 Dual USB Wall Mount Charger Block XD  XD-5021 6' USB 2.0 A M	ale to	Micro US	B B	Mal	e X	D XD-5	1	L	i-iON Ba	tte	ry	Pa	ck	3	.7V	7	00 mAh	2	"".6Wh","1""	0	""0","$200.00""	""","$200""	0	""","WA""	""","Nor""	th	sho	re S	ch	ool Dist	ric	t	41	7																														",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,7/28/2020,INV19320,""AE Sentinel Classroom System  Includes 4 Ceiling speakers, Handheld mic, Teardrop mic and chargers."",36.00,""$1,295.00 "",""$46,620.00 "",WA,Northsh	ore Sc	hool Dist	rict	41	7																																																											",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,9/24/2020,INV19434,Audio Enhancement Sentinel XD System Pal - 4 Ceiling Speakers (KIT) SP-9104 CS-12 (4) Ceiling Speaker Kit  SP-0001 CS-12 Ceiling Speaker Plenum T	ile Br	idge AC-0	2	75'	Pl	enum S	pea	ke	r Wire	AC-	0	3	50	'	Ple	nu	m Spea	ke	r Wire		XD-9001 XD	Rece	ive	r wi	th 3	'	cat	6 ki	t	XD-0601	Se	ns	or	AE L	og	o X	D Re	ceive	r SR	C1	4	AC-0	10	2	3'	ca	t6 Plen	um bl	ac	k	XD-9	25	Micr	opho	ne	XD T	eard	rop	Mic Ki	t	XD	-70	1 AE	""XD Teardrop STD14 XD-5011 Dual USB Wall Mount Charger Block XD XD-5021 6' USB 2.0 A Male to Micro-USB B Male XD XD-5001 Li-iON Battery Pack 3.7V 700 mAh 2.6 Wh AM-9001 CA-60A Amp Kit AC-1002 Power Supply Wall Mount 24VDC 2A AC-1003 15' plnm Power Cable Spade Lug  AM-0102 CA-60A  XD-9050 XD Handheld Kit  XD-0801 XD Handheld SHH14 XD-5001 Li-iON Battery Pack 3.7V 700 mAh 2.6Wh XD-58021 6' USB 2.0 A Male to Micro USB B Male XD",2,$1 ,"295.00 """"",$2 ,"590.00 """"",WA,"Northshore School District 417""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,3/17/2020,INV19115,Battery Li-iON Battery Pack for XD Mics. 3.7V 700 mAh 2.6Wh,5.00,$12.00 ,$60.00 ,WA,Northshore School District 417																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,4/28/2020,INV19179,Microphone Charger AEBC-16,30.00,$0.00 ,$0.00 ,WA,Northshore School District 417																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,7/22/2020,INV19307,""Sharp 70"""" LCD Display: Brillian 4k-ultra high definition LCD display, led backlighting, rs-232C control capability, built-in 10W per channel st	ereo a	udio syst	""em","	bui	lt-	in dig	ita	l	tuner"," 3""	#NAME?	ar	li	mi	te	d w	ar	""ranty""""""	""","5""	"".00","$""	""1","	749.99 """"","""	$8","74""	9.9	""5 """"","	WA","N""	or	ths	hore	S	chool Di	str	ic	t	417																														",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,1/30/2020,INV19021,**Included** Boxlight Procolor Integrated module to add 2.4/5GHz wireless and Bluetooth to xx2 series panels,2.00,$0.00 ,$0.00 ,WA,Northwest ESD	189																																																															",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,9/28/2020,INV19447,""ACT Installation P7: Install customer owned  boxlight panel on fixed wall mount, height 36"""" from floor. Center panel on West wall with Teacher	Statio	n on RH s	ide.	In	sta	ll ACT	Ca	bl	e Kit wi	th	fa	ce	pl	at	e.	Ut	ilize	ex	isting	f	ace plate	and c	ond	uit	(if	po	ssi	ble)	S	ecure po	wer	c	ab	le to	w	all	wit	h bas	e.	R	em	ove	ex	is	tin	g	data ca	ble f	ac	e p	late	in	ceil	ing	and	rer	un b	ehin	d pane	l s	o	IT c	an c	""onnect data to panel. If possible fish wall"," if not use surface mount raceway and box. Color of FP is TAN not white.   **Assumption is that existing data cable is long enough to reroute to new location behind panel.""""",1,$525.00 ,$525.00 ,WA,"Northwest ESD 189""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,9/28/2020,INV19447,""ACT Installation P8: Install customer owned  boxlight panel on fixed wall mount, height 36"""" from floor. Center panel on West wall with Teacher	Statio	n on RH s	ide.	In	sta	ll ACT	Ca	bl	e Kit wi	th	fa	ce	pl	at	e.	Ut	ilize	ex	isting	f	ace plate	and c	ond	uit	(if	po	ssi	ble)	S	ecure po	wer	c	ab	le to	w	all	wit	h bas	e.	R	em	ove	ex	is	tin	g	data ca	ble f	ac	e p	late	in	ceil	ing	and	rer	un b	ehin	d pane	l s	o	IT c	an c	""onnect data to panel. If possible fish wall"," if not use surface mount raceway and box. Color of FP is TAN not white.   **Assumption is that existing data cable is long enough to reroute to new location behind panel .""""",1,$525.00 ,$525.00 ,WA,"Northwest ESD 189""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,9/28/2020,INV19447,""BoxLight Procolor 75"""" Interactive Flat Panel Ultra High Def 4k resolution with Android. UNPLUGD is included."",1.00,""$2,900.00 "",""$2,900.00 "",WA	""","North""	west ESD	189																																																													",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,1/30/2020,INV19021,""BoxLight Procolor 75"""" Interactive Flat Panel Ultra High Def 4k resolution with Android. UNPLUGD is included.   ***5 year warranty included with	panel	""*** .""""","2.""	""00","""	$2","	999	.00 """"","	""$5""	""","9""	""98.00 """"","	WA","	No	rth	we	st	ES	D	189																																															
",Invoice,9/28/20,INV19447,Boxlight Procolor Integrated module to add 2.4/5GHz wireless and Bluetooth to xx2 series panels,1,$0.00 ,$0.00 ,WA,"Northwest ESD 189""																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,9/28/2020,INV19447,Boxlight Procolor Integrated module to add 2.4/5GHz wireless and Bluetooth to xx2 series panels   ***Optional****For use with existing BoxLight P	anel o	""nsite","1.0""	""0","$7""	9	""0 ","	$79.00 	","W""	""A","	Northwes	t E	SD	18	9																																																			
",Invoice,9/28/20,INV19447,Panel Removal: ACT to remove panel, wall mount," from main bldg.  Leave cables and face plate in place  Deliver panel to new Portable RM 7 (locat""	ed on	same camp	us)	**	Pre	vailin	g W	ag	""e**""""","1.0""	""0","$""	15	7.5	0	""","$""	157	0.5	""0 ",WA,"	No	rthwes	t	ESD 189																																											
",Invoice,10/13/20,INV19510,"PROCOLOR 75"""""""" IR UHD/4K ANDROID IFP | Includes WIFI and WALLMOUNT in Panel Box. Includes MimioStudio (with 5 Years of MimioMobile)"," Qwizdom Okt""	""opus","	Qwizdom G	ameZ	one	s","	Oktopu	s B	le	nd"," and""	Mim	io	Con	ne	ct	(1	#NAME?	ear Pr	em	ium/2	Ye	ars Basic)	"""," and""	On	line	Tra	in	ing	""""""","1.""	0	""",$2 ,"900""	0	""""""""	""","""	$2","90""	0	0	""""""","WA""	""","Nort""	hwes	t	ES	D 18	9																					",,,,,,,,,,
",Invoice,10/28/2020,INV19537,Verkada 5 Year License,5.00,$592.20 ,""$2,961.00 "",WA,Northwest School for the Hearing-Impaired Children																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,10/28/2020,INV19537,Verkada CD41 Indoor Camera. 5MP. Fixed Lens. 30 days of storage,2.00,$565.58 ,""$1,131.16 "",WA,Northwest School for the Hearing-Impaired Children																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,10/28/2020,INV19537,Verkada CD41 Outdoor Camera. 5MP. Fixed Lens. 30 days of storage,1.00,$707.16 ,$707.16 ,WA,Northwest School for the Hearing-Impaired Children																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,10/28/2020,INV19537,Verkada CD51 Outdoor Camera. 5MP. Zoom Lens. 30 days of storage,1.00,$848.73 ,$848.73 ,WA,Northwest School for the Hearing-Impaired Children																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,10/28/2020,INV19537,Verkada Indoor/Outdoor Fisheye Camera. 12MP. Fixed Lens. 30 days of storage,1.00,""$1,344.24 "",""$1,344.24 "",WA,Northwest School for the Hearing-I	mpaire	d Childre	n																																																													",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,9/28/2020,INV19451,""ACT will deliver and install the Smart panel, classroom sound system with ceiling speakers, phone, docking station, wireless keyboard and mouse,	docum	ent camer	a an	d s	cre	en bea	m i	n	the new	cla	ss	roo	ms	.	We	wi	ll ins	ta	ll the	n	ew cabling	to c	onn	ect	the	Sm	art	pan	el	from th	e a	ud	io	syst	em	"""," d""	ocki	ng st	atio	n	an	d do	cu	me	nt	ca	mera.	We w	il	l d	ocum	ent	all	asse	t t	ags	for	the	presen	tat	io	n eq	uipm	""ent. We will document the Mac address", room number and the wall plate port number  for the phone.   ACT will update the Smart panels," connect them to the network and commission the system.  Cables included to complete the install:  (1) 25' HDMI cable (panel to document camera) (1) 15' DisplayPort to HDMI from panel to docking station (1) 25' 3.5 stereo cable (audio system to dock) (1) 6' 3.5 stereo cable (panel to audio system) (1) 16' USB cable (panel to dock) (1) surge protector with 10' cord (2) 25' cat 6 (panel to network and dock to network) (1) 6' HDMI (screen beam to panel) (2) 1 hole plates. One for behind panel and one for teaching location  ACT will dispose of trash off site.""""",10,$1 ,"625.00 """"",$16 ,"250.00 """"",WA,"Old Redmond Schoolhouse Community Center""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,10/14/2020,INV19511,ACT will remove miscellaneous tech equipment fro Dickinson and re install at ORSH. ACT will also pick up miscellaneous tech equipment at warehou	se and	install	at O	RSH	in	speci	fie	d	rooms. B	ase	d	on	li	st	of	i	nvento	ry	from	Br	ad.  Time	and M	ate	rial	not	t	o e	xcee	""d","	1.00","$2""	""","55""	0	0	""""""","$""	""2","	550	0	""",WA,"	Old	Re	dm	ond	Sc	ho	olh	ou	se Comm	unity	C	ent	er													
",Invoice,9/28/20,INV19451,"Installation of Large format display in specified locations. ACT will pick up and deliver LFD and Action Tech to site. ACT will mount customer pr""	ovided	wall mou	nt a	nd	LFD	. ACT	wil	l	perform	ini	ti	al	se	t	up	of	each	LF	""D.","4.0""	""0","	$325.00 ","""	$1","30""	0	""0 """"","	WA","O""	ld	Re	dmon	d	Schoolho	use	C	om	munit	y	Cen	ter																											",,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,9/28/2020,INV19451,Installation of Large format display in specified locations. ACT will pick up and deliver LFD and Novo DS to site. ACT will mount customer provid	ed wal	l mount a	nd L	FD.	AC	T will	co	nn	ect netw	ork	c	abl	e	to	No	vo	DS fo	r	digita	l	signage at	each	LF	D. A	CT w	il	l p	erfo	rm	initial	se	t	up	of e	ac	h L	""FD.","	1.00","	$375 	0	0	","$37""	5	0	""","W""	""A","	Old Red	mond	Sc	hoo	lhou	se C	ommu	nity	Ce	nter								
",Invoice,9/28/20,INV19451,Remove 8 existing classroom tech footprints including Smart panels, audio system, docking station, doc cam," wireless keyboard and mouse from Old""	Dicki	nson and	move	to	Ol	d Redm	ond	S	chool Ho	use	""""""","	8	0","	$3 	25	0	",$2 ,"	60	0.00 """"""	""","W""	""A","Old Redm""	ond S	cho	olho	use	Co	mmu	nity	C	enter																																		",,,,,,,,,,,,,,,,,,,,,,,
",Invoice,10/14/2020,INV19511,""Sped room 121 - ACT will deliver and install the Smart panel, classroom sound system, phone, docking station, wireless keyboard and mouse, docu	ment c	amera and	scr	een	be	am in	the	n	ew class	roo	ms	. W	e	wi	ll	in	stall	th	e new	ca	bling to c	onnec	t t	he S	mart	p	ane	l fr	om	the aud	io	sy	st	""em"," d""	oc	kin	g st	ation	and	d	oc	umen	t	ca	mer	a.	We w	ill d	oc	ume	nt a	ll a	sset	tag	s f	or t	he p	rese	ntatio	n e	qu	ipme	nt.	""We will document the Mac address", room number and the wall plate port number  for the phone.   ACT will update the Smart panels, connect them to the network and commission the system.  Cables included to complete the install: (1) 25' DisplayPort cable (panel to dock) (1) 25' HDMI cable (panel to document camera) (1) 25' 3.5 stereo cable (audio system to dock) (1) 6' 3.5 stereo cable (panel to audio system) (1) 16' USB cable (panel to dock) (1) surge protector with 25' cord (2) 25' cat 6 (panel to network and dock to network) (1) 6' HDMI (screen beam to panel)  ACT will dispose of trash off site.   ACT will update the Smart panels," connect them to the network and commission the system.  Cables included to complete the install: (1) 25' DisplayPort cable (panel to dock) (1) 25' HDMI cable (panel to document camera) (1) 25' 3.5 stereo cable (audio system to dock) (1) 6' 3.5 stereo cable (panel to audio system) (1) 16' USB cable (panel to dock) (1) surge protector with 25' cord (2) 25' cat 6 (panel to network and dock to network) (1) 6' HDMI (screen beam to panel)  ACT will dispose of trash off site.""""",1,$1 ,"625.00 """"",$1 ,"625.00 """"",WA,"Old Redmond Schoolhouse Community Center""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,7/27/2020,INV19315,AE CS-12 Ceiling Speaker Kit (4) SP-0001: CS-12 Ceiling Speaker Plenum Tile Bridge (4 each)  AC-0002: 75' Speaker Wire Plenum Rated (1 each)  AC-	0003:	50' Speak	er W	ire	Pl	enum R	ate	d	(1 each)	""","9.""	0	""","$1""	86	0	""0 ","	""$""	""1","674.00""	0	""""""",WA,"	Ol	ympia High	Scho	ol																																									
",Invoice,7/27/20,INV19315,AE Dome Sensor," IR-Satellite Receiver TLD100 w/adapter""""",9,$500.00 ,$4 ,"500.00 """"",WA,"Olympia High School""																																																																",,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,7/27/2020,INV19315,AE IR Microphone Micro Teardrop Kit,19.00,$170.00 ,""$3,230.00 "",WA,Olympia High School																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,7/27/2020,INV19315,AE MS-300 Network Interface with 7' Cat6 Cable & 3.5 to RCA Cables (kit)  AC-0103 7' Cat6 Plenum Rated - Black (1 each) AC-2058 6' 3.5 male to 2	RCA ma	le Y adap	ter	(1	eac	h)  AM	-3	1	MS-300	Net	wo	rk	In	te	rfa	ce	(1 ea	ch	"")","19.0""	""0","	$395.00 ","""	$7","50""	5	""0 """"","	WA","O""	ly	mpi	a Hi	gh	School																																		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,7/27/2020,INV19315,""Audio Enhancement 50' Cat6, Plenum Rated - Black"",9.00,$34.00 ,$306.00 ,WA,Olympia High School																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,7/27/2020,INV19315,""Audio Enhancement CA-60 Amplifier, Power Supply & Power Cable with Spade Lugs Only AC-1002: Power Supply Wall Mount 24VDC 2A (1 each)  AC-1003:	15' Pl	enum Powe	r Ca	ble	Sp	ade Lu	g (	1	each)  A	M-0	10	2:00	CA	-6	0A	Cl	assroo	m	Amplif	ie	r (1 each)	""""""","10.""	""00","	$187 	0	","""	$1","	870	0	""",WA,"Ol""	ymp	ia	H	igh S	ch	ool																												",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,10/13/2020,INV19502,""Certified Professional Installation of speakers, sensor, amp and network device. Connect amp to power and network device to POE, to be provided	by ow	""ner.""""","19.""	""00","$""	690	0	""","$13""	""","11""	0	""00 """"",WA,"	Oly	mp	ia	Hi	gh	Sc	ho	ol																																															
",Invoice,7/30/20,INV19328,"Certified Professional Installation -  Certified Professional removal of existing Epson projectors to be replaced with Epson Brightlink 1485Fi.""	.  Act	will rem	ove	exi	sti	ng pro	jec	to	r with m	oun	t	and	p	la	ce	it	stora	ge	locat	io	n (specifi	ed by	cu	stom	er)	on	si	te.	A	ct will	ins	ta	ll	new	pr	oje	ctor	w/mo	unt	in	d	esir	ed	l	oca	ti	""on"," con""	nect	ca	bli	""ng","	inst	all	new	fac	epla	te","	cali	brate	and	t	est	new	unit prior to leaving.  Touch calibration requires a flat surface with no more than 5mm of variance", ACT will calibrate touch as close to spec as the surface allows. ACT is not responsible for the plane of projection surface.   **Rooms 101,103,104," 201 & 205**""""",5,$700.00 ,$3 ,"500.00 """"",WA,"Open Window School""",,,,,,,,,,,,,,,,,,,
",Invoice,9/8/2020,INV19397,ACT Service  Delivery of 2 SMART Panels and 3 iRover Carts to school. ACT will assemble the 2 new panels and 1 existing panel with the 3 new carts	""",3,"	$300.00 ","	$900 	0	","W""	""A","Our""	Lad	y	of Fatim	a S	ch	ool																																																				",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,9/8/2020,INV19397,iRover_™ for Interactive Flat Panels 500,3.00,""$1,162.00 "",""$3,486.00 "",WA,Our Lady of Fatima School																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,9/8/2020,INV19397,SMART Board MX075-V2 Interactive display with IQ and SMART Learning suite. Comes with a mount,2.00,""$3,999.00 "",""$7,998.00 "",WA,Our Lady of Fatima	Schoo	l																																																														",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,8/6/2020,INV19344,Verkada 1 Year License,3.00,$179.10 ,$537.30 ,WA,Our Lady of Fatima School																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,8/6/2020,INV19343,Verkada 1 Year License,1.00,$179.10 ,$179.10 ,WA,Our Lady of Fatima School																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,8/6/2020,INV19344,Verkada CD51 Indoor Camera. 5MP. Zoom Lens. 30 days of storage,2.00,$899.10 ,""$1,798.20 "",WA,Our Lady of Fatima School																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,8/6/2020,INV19344,Verkada CD51 Outdoor Camera. 5MP. Zoom Lens. 30 days of storage,1.00,""$1,079.10 "",""$1,079.10 "",WA,Our Lady of Fatima School																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,8/6/2020,INV19343,Verkada Indoor/Outdoor Fisheye Camera. 12MP. Fixed Lens. 30 days of storage,1.00,""$1,709.10 "",""$1,709.10 "",WA,Our Lady of Fatima School																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,8/19/2020,INV19362,Verkada 3 Year License,3.00,$340.23 ,""$1,020.69 "",WA,Our Lady of Guadalupe																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,8/19/2020,INV19362,Verkada CD41 Indoor Camera. 5MP. Fixed Lens. 30 days of storage,2.00,$544.77 ,""$1,089.54 "",WA,Our Lady of Guadalupe																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,8/19/2020,INV19362,Verkada CD41 Outdoor Camera. 5MP. Fixed Lens. 30 days of storage,1.00,$681.41 ,$681.41 ,WA,Our Lady of Guadalupe																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,4/6/2020,INV19151,""Boxlight On-Site Training and Coaching: 1 day, including travel"",2.00,""$2,200.00 "",""$4,400.00 "",WA,Our Lady of Lourdes																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,4/6/2020,INV19151,""BoxLight Procolor 75"""" Interactive Flat Panel Ultra High Def 4k resolution with Android. UNPLUGD is included."",15.00,""$2,999.00 "",""$44,985.00 "",W	""A","Our""	Lady of L	ourd	es																																																												",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,4/6/2020,INV19151,Boxlight Procolor Integrated module to add 2.4/5GHz wireless and Bluetooth to xx2 series panels,15.00,$0.00 ,$0.00 ,WA,Our Lady of Lourdes																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,4/6/2020,INV19151,""Certified Professional Installation   Remove Promethean boards and projector booms and leave in room Mount Boxlight mount to wall and mount Boxli	ght pa	nel so th	at s	cre	en	image	is	40	"""""""""" from""	flo	or	co	nn	ec	t p	ow	er to	ou	tlet b	el	ow and tac	k pow	er	cabl	e ne	at	ly	to w	al	l  Certi	fie	d	Pr	ofess	io	nal	Ins	talla	tion	o	f	the	fo	ll	owi	ng	cables	"""," fac""	ep	lat	""e"," c""	onne	ctiv	ity	to	teac	hing	Mac	book:	1	-	5‘ H	DMI	""1 - 5’USB 1 - single gang surface mount box 1 - faceplate with HDMI and USB passthrough 1 - 5’ black flexwrap 1 - 10’ miniDisplayPort > HDMI cable 1 - 10’ USB 1 - 7’ black flexwrap  -mount surface box to wall below screen"," wrap 1x HDMI and 1x USB in black flex wrap and connect to screen -connect other end of cables to back of faceplate -mount faceplate to surface box -assemble 10’ miniDisplayPort/USB whip in 7’ flexwrap and connect computer to faceplate""""",13,$890.00 ,$11 ,"570.00 """"",WA,"Our Lady of Lourdes""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,4/6/2020,INV19151,Certified Professional Installation of Panel on mobile cart   -1x 15’ USB -1x 15’ miniDisplayPort to HDMI -1x 12’ black flex-wrap,2.00,$290.00 ,$5	80	""",WA,"Our L""	ady	of	Lou	rdes																																																										",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,4/6/2020,INV19151,""mobile height adjustable stand with 20"""" vertical adjustment. 2-way switch included."",2.00,""$1,699.00 "",""$3,398.00 "",WA,Our Lady of Lourdes																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,7/9/2020,INV19290,""On-Site Training and Coaching: 1 day, including travel"",2.00,""$2,200.00 "",$0.00 ,WA,Our Lady of Lourdes																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,8/19/2020,INV19360,Audio Enhancement Mini Media System - 2 Wall Speakers (KIT),7.00,$400.00 ,""$2,800.00 "",WA,Our Lady of the Lake Catholic School																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,8/19/2020,INV19360,Epson BrightLink 536Wi Interactive Projector,7.00,""$1,340.00 "",""$9,380.00 "",WA,Our Lady of the Lake Catholic School																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,6/8/2020,INV19233,Installation includes: - relocate existing projector to another classroom  - put together rainier cart and mount panel onto cart,1.00,$799.00 ,$79	""9.00 ","	WA","Our La""	dy o	f t	he	Lake C	ath	ol	ic Schoo	l																																																						",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,10/13/2020,INV19501,Installation includes: - remove board and projector (customer will dispose)  - Mount interactive projector to the wall (customer using existing	whiteb	oard to p	roje	ct	on)	#NAME?	sta	ll	wall pl	ate	w	ith	c	ab	les		#NAME?	al	l AE m	ed	""ia system","	7.00","	$50 	0	","$""	""3","	500	0	""","	WA","Our L""	ady	o	f	the L	ak	e C	atho	lic S	choo	l																								",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,6/8/2020,INV19233,SMART Board MX065-V2 interactive display with iQ and SMART Learning Suite   - Free SMART Learning Suite subscription for 1/year.   - Price thereaf	ter is	$109 per	sub	scr	ipt	ion/pe	r t	ea	cher. Pr	ici	ng	va	ri	es	on	b	ulk pu	rc	hases.	""","1""	"".00",$2 ,"99""	9	""""""","""	$2","9""	99	0	""""""","W""	""A","Ou""	r	Lady of	the	L	ak	e Cat	ho	lic	Sch	ool																										",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,7/31/2020,INV19319,ActivPanel Mobile Stand - For use with current & previous versions of ActivPanel,26.00,$497.00 ,""$12,663.56 "",WA,Peninsula School District 401																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,7/31/2020,INV19319,""ActivPanel Titanium 75"""" - 4 x Pen, Vesa Mount, WIFI Module & cable pack included. ActivInspire Professional Edition available FOC"",36.00,""$2,62	""7.00 """"""	""",$92 ,"680""	0.56	""""""","W""	""A","P""	eninsu	la	Sc	hool Dis	tri	ct	40	1																																																			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,8/18/2020,INV19349,iRover_™ for Interactive Flat Panels 500  **Pricing per Digital Edge ESD112-DE-16A Contract - shipping included**,8.00,""$1,322.00 "",""$10,576.00 ""	""",WA,"Pe""	ninsula S	choo	l D	ist	rict 4	1																																																									",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,9/21/2020,INV19429,SMART Learning Suite 1yr Extension- Priced per qty.,159.00,$66.00 ,""$10,494.00 "",WA,Peninsula School District 401																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,3/19/2020,INV19121,ACT Install replaced with Tech Review  Our certified installer will do the following:  • remove the existing boards (customer will handle disposa	l) • m	ount the	pane	l t	o t	he wal	l	•	install	the	A	cti	vC	on	nec	""t","	5.00","$""	71	""5.00 ","	""$""	""3","575.00 """"""	""",WA,"P""	ope	Joh	n Pa	ul	II	Hig	h	School																																		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,11/18/2020,INV19570,ActivConnect OPS - AP PC for Android.,1.00,$199.00 ,$199.00 ,WA,Pope John Paul II High School																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,3/6/2020,INV19103,ActivConnect1 G-Series collaboration device,5.00,$199.00 ,$995.00 ,WA,Pope John Paul II High School																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
